Nama,NIM,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40
Nama_4787,NIM_1938307,3,2,1,2,4,2,3,3,4,5,2,3,3,3,3,4,5,3,3,1,4,2,4,3,4,5,3,3,2,5,3,1,3,5,2,4,4,3,3,4
Nama_9932,NIM_7878978,5,4,1,2,3,2,3,3,2,5,4,3,5,2,1,3,2,4,3,2,2,3,4,3,2,5,2,3,2,3,3,2,4,3,2,5,4,1,5,3
Nama_5701,NIM_6817534,3,1,1,5,4,1,5,2,4,5,1,3,2,2,2,3,3,3,2,1,1,4,3,3,3,4,2,4,3,4,2,3,3,4,2,5,4,2,5,5
Nama_7172,NIM_6504076,2,2,1,3,5,2,5,1,3,3,2,4,3,1,2,3,3,2,4,3,1,3,5,5,3,3,3,2,2,5,4,3,4,4,3,4,3,2,5,4
Nama_9998,NIM_3385956,2,3,1,2,2,3,2,3,1,5,3,5,3,2,3,4,1,4,2,3,2,5,5,5,2,3,1,4,3,5,5,2,3,2,4,2,2,5,4,3
Nama_5848,NIM_3580052,4,2,2,3,3,1,4,3,1,4,2,2,5,2,2,3,3,3,2,3,3,2,4,4,4,5,1,3,2,3,5,1,3,4,1,4,5,4,5,4
Nama_8668,NIM_5654950,3,2,1,2,1,2,4,3,4,5,2,2,2,2,1,3,1,2,1,2,1,3,4,3,2,3,1,4,3,5,3,2,2,4,2,4,4,1,4,4
Nama_9017,NIM_9402214,1,2,3,3,5,2,2,3,2,5,2,3,4,3,1,3,3,4,4,2,2,1,4,2,1,2,1,5,4,4,4,2,4,3,2,5,3,1,4,5
Nama_7309,NIM_6129242,4,5,1,2,3,1,4,2,2,5,5,4,4,1,1,3,1,1,3,1,2,3,3,2,1,4,3,5,4,3,5,1,1,3,4,5,4,2,4,5
Nama_7782,NIM_6790389,2,1,1,4,5,2,3,2,2,5,2,3,3,4,3,3,2,2,2,1,1,2,4,1,3,5,3,3,3,4,3,1,2,4,2,5,3,3,4,2
Nama_9972,NIM_7660203,2,4,3,1,5,3,4,5,5,5,3,3,4,2,1,2,2,3,2,2,5,3,4,3,4,3,3,4,3,3,4,2,2,3,3,5,4,2,2,5
Nama_5383,NIM_8839981,4,3,1,3,5,3,5,2,1,5,4,3,4,2,1,4,4,2,1,1,3,2,4,2,3,4,3,4,3,4,4,3,3,2,2,5,3,1,5,5
Nama_6728,NIM_9792518,1,3,1,5,3,1,3,5,4,5,2,2,3,2,2,5,2,3,2,1,3,3,3,3,2,3,4,3,4,4,3,3,3,3,2,5,5,3,5,5
Nama_5651,NIM_9581660,3,2,1,3,3,2,4,3,2,4,1,3,4,5,1,2,1,2,3,2,3,3,5,3,4,2,4,4,1,3,4,2,3,5,3,5,3,2,5,5
Nama_7628,NIM_8179226,3,3,2,1,4,1,2,4,4,5,3,1,3,2,2,2,3,3,3,2,4,3,5,4,3,4,3,4,1,2,5,1,3,2,1,5,4,2,5,3
Nama_8347,NIM_5758847,3,1,1,4,4,1,2,4,4,4,4,2,4,1,1,3,1,3,3,2,3,4,4,3,3,4,2,3,4,4,3,2,4,2,3,5,2,2,4,5
Nama_6620,NIM_8027698,1,3,3,4,3,1,3,2,3,3,2,4,3,1,4,4,2,3,2,2,2,4,4,3,3,2,2,3,3,5,3,3,2,5,5,5,2,1,4,5
Nama_4678,NIM_6915544,2,3,1,2,3,3,3,3,2,3,2,3,1,2,1,3,2,2,2,3,3,2,4,3,1,5,3,5,2,3,5,1,3,2,4,5,3,3,4,4
Nama_1818,NIM_9054731,2,3,1,3,5,1,3,3,2,4,2,3,5,2,2,4,3,2,4,2,1,1,5,4,3,2,1,3,2,3,5,2,3,5,3,5,3,5,5,5
Nama_9943,NIM_6974931,2,3,2,1,2,1,3,3,3,4,2,3,4,1,2,3,4,1,3,2,2,1,5,5,2,4,3,4,3,2,4,3,3,4,4,3,3,3,5,4
Nama_7814,NIM_1428415,2,3,1,2,3,2,3,3,2,4,1,3,3,3,3,3,4,1,4,1,3,3,5,4,2,3,4,3,2,3,2,3,3,2,2,4,4,2,5,5
Nama_2072,NIM_4137258,2,4,1,4,3,2,4,1,4,5,3,4,4,2,2,3,2,1,2,1,3,2,5,5,2,3,2,2,3,5,3,1,4,3,3,4,3,3,5,4
Nama_4158,NIM_6424835,4,3,1,3,5,2,3,4,3,4,2,1,4,2,1,5,2,3,1,1,3,3,4,3,3,4,3,2,2,3,3,1,4,3,4,4,3,1,5,3
Nama_9559,NIM_5849885,3,3,1,1,4,2,2,3,4,3,2,2,2,3,2,4,3,3,3,1,4,2,3,4,3,2,4,2,4,5,5,2,4,5,2,3,5,2,5,5
Nama_6357,NIM_3886633,1,2,1,1,5,1,3,2,2,5,4,3,5,4,2,2,2,4,3,1,2,2,5,4,2,4,2,2,1,1,3,2,4,4,3,5,3,3,4,5
Nama_2062,NIM_3160932,2,2,2,3,3,1,2,3,2,5,2,4,3,1,1,4,3,2,2,3,2,2,5,5,1,2,3,5,3,1,2,2,2,3,2,5,4,5,4,5
Nama_9025,NIM_9402725,3,4,1,5,4,2,4,2,3,5,3,2,4,3,1,4,3,4,1,1,2,3,1,4,1,3,2,3,3,1,3,2,4,5,4,4,2,2,4,4
Nama_1401,NIM_1956593,3,3,4,3,2,1,2,2,3,5,2,1,3,2,2,3,3,2,3,2,3,3,4,4,4,2,3,2,1,4,4,3,4,4,3,5,4,1,4,5
Nama_8843,NIM_4410430,1,3,1,2,4,2,2,2,2,4,2,1,3,3,1,3,1,3,3,1,3,3,4,2,2,4,2,4,4,4,5,1,4,4,3,5,2,2,3,4
Nama_6541,NIM_5069496,4,2,2,5,2,3,3,3,3,5,3,1,3,2,2,4,4,1,2,3,1,2,4,5,3,2,2,2,4,5,4,1,4,2,1,4,4,2,4,5
Nama_3058,NIM_9555499,2,4,2,4,4,2,5,2,2,5,2,1,4,2,2,5,2,3,3,3,3,2,5,5,4,2,2,4,2,3,3,3,3,5,2,4,4,2,4,5
Nama_1229,NIM_9546118,4,2,2,2,5,3,3,3,2,5,3,2,4,3,1,2,2,3,2,1,2,1,5,3,1,3,2,3,2,4,3,3,3,4,3,4,5,3,3,4
Nama_8227,NIM_1369494,2,2,1,2,3,2,4,2,3,5,2,2,4,1,2,5,1,1,1,1,3,2,4,3,1,3,2,5,3,2,3,1,2,4,1,5,3,2,4,4
Nama_5938,NIM_1324471,3,3,2,2,5,3,2,3,2,3,3,4,4,2,1,5,2,3,2,3,1,3,3,4,2,2,4,3,1,3,1,1,4,3,1,4,4,3,4,4
Nama_5783,NIM_7116971,2,2,1,2,2,1,5,4,4,4,3,2,3,2,1,4,5,2,2,1,3,3,4,4,4,3,2,3,3,3,4,2,4,3,3,5,2,1,4,5
Nama_1620,NIM_9267571,1,2,1,3,3,4,2,4,4,5,2,3,3,4,1,4,2,1,3,1,2,4,4,5,1,5,3,3,2,3,4,3,2,2,4,5,4,2,5,4
Nama_8767,NIM_1802686,3,2,2,4,3,1,5,5,2,4,1,4,4,2,3,4,3,2,2,1,2,3,4,5,2,3,2,3,3,4,4,3,3,3,2,3,4,1,4,5
Nama_9765,NIM_4956654,2,2,1,2,3,1,3,1,4,3,2,2,3,3,1,3,4,3,4,1,2,2,4,2,2,3,4,3,3,3,4,1,4,2,2,4,2,3,3,5
Nama_8131,NIM_7523596,3,3,2,3,3,1,4,2,1,4,2,3,4,2,1,5,3,3,4,2,1,2,3,4,2,4,2,5,3,4,2,2,3,4,2,5,4,2,5,3
Nama_2956,NIM_7082551,3,1,4,3,1,3,5,3,4,5,2,2,5,3,1,4,3,3,3,1,1,3,4,3,4,5,5,4,2,4,3,2,5,4,3,5,3,2,5,2
Nama_2293,NIM_5536631,3,2,2,3,5,1,3,2,4,5,2,2,3,3,1,3,4,1,2,1,3,1,4,2,2,4,2,4,4,1,4,2,3,2,2,5,4,2,4,5
Nama_8328,NIM_2898588,3,4,2,2,5,1,2,2,3,4,1,4,4,1,1,4,3,1,2,1,3,3,4,2,2,2,1,3,5,4,3,1,3,5,3,5,5,3,4,5
Nama_9864,NIM_8034108,3,2,3,3,2,1,5,3,4,4,4,2,2,2,1,3,3,1,3,2,3,1,4,2,3,1,3,4,2,4,3,2,4,4,3,5,3,3,4,4
Nama_2561,NIM_3361624,2,3,1,4,4,2,3,2,3,5,2,2,3,3,1,4,2,4,1,1,3,3,3,4,4,2,4,2,2,4,3,2,4,4,3,3,2,2,5,5
Nama_4524,NIM_3791150,3,3,1,1,4,1,4,3,4,5,2,2,4,3,1,4,3,2,4,1,4,2,5,1,4,5,3,2,3,2,4,2,4,3,1,5,3,1,4,5
Nama_6069,NIM_2571611,2,3,2,1,4,1,4,2,4,5,5,1,4,2,2,4,2,2,1,3,3,1,3,2,3,1,2,4,4,2,3,2,4,2,2,4,2,3,5,4
Nama_7717,NIM_5226173,2,4,1,1,3,2,2,3,1,5,3,2,4,3,1,3,3,2,3,2,3,2,5,2,3,5,3,2,3,3,3,1,3,3,2,4,4,3,4,4
Nama_7443,NIM_8515507,1,3,1,2,4,1,3,2,1,4,3,4,5,4,1,3,2,3,3,1,2,3,5,4,2,3,2,3,1,4,5,2,5,4,4,4,5,2,4,4
Nama_4743,NIM_4696272,2,2,2,2,3,1,4,3,2,4,3,4,3,2,1,5,2,1,2,1,3,3,4,3,2,4,3,3,1,3,2,2,4,5,3,5,3,2,4,4
Nama_5814,NIM_1146382,3,2,1,3,1,2,5,2,3,5,5,1,5,2,3,3,2,3,3,2,1,1,4,5,1,2,3,4,2,5,2,1,2,3,1,5,3,3,3,3
Nama_9177,NIM_7561879,3,3,1,2,3,1,5,3,3,5,2,2,4,3,3,4,1,4,4,1,4,3,3,4,2,3,2,4,3,4,4,1,4,5,2,3,3,1,4,5
Nama_2476,NIM_1274367,3,2,2,4,5,3,3,4,3,5,2,4,3,2,2,3,2,2,2,1,1,3,4,4,4,4,3,4,4,3,3,1,2,4,4,5,4,3,5,5
Nama_3557,NIM_7125657,2,1,1,1,4,2,4,3,2,5,2,2,3,2,2,3,1,1,3,1,2,3,4,2,1,2,1,3,2,2,3,1,2,4,3,5,5,2,4,4
Nama_7675,NIM_7144862,1,3,2,1,4,2,5,1,4,5,3,3,4,3,2,5,3,2,1,1,3,2,3,3,2,5,2,4,1,4,3,1,4,4,2,4,4,3,5,4
Nama_8774,NIM_7574753,3,2,2,3,4,3,2,1,2,5,3,3,2,2,1,4,4,4,4,2,3,3,4,2,2,1,1,3,3,3,5,2,3,4,3,4,2,2,5,5
Nama_8162,NIM_9556142,3,2,1,3,5,2,3,2,2,3,1,3,2,3,4,3,2,2,3,1,3,1,5,3,2,4,1,4,1,2,4,3,3,4,2,2,2,1,4,5
Nama_7705,NIM_6465771,2,2,2,2,4,2,5,4,3,4,4,2,4,5,2,4,1,4,4,1,3,2,5,4,3,3,4,2,2,3,2,2,3,3,2,4,3,1,5,5
Nama_2394,NIM_8558128,1,1,2,3,4,1,2,2,2,4,3,2,3,3,1,2,4,2,2,2,2,2,4,4,1,3,3,1,4,3,4,4,4,4,2,5,2,3,5,3
Nama_7779,NIM_6121427,4,4,1,2,4,2,3,1,3,4,3,2,4,1,1,2,2,1,1,1,3,3,5,2,1,5,3,4,3,3,4,1,5,2,5,4,4,4,2,3
Nama_5601,NIM_6038450,3,3,1,3,3,1,3,4,2,4,2,3,4,3,2,5,2,1,3,2,4,3,4,5,3,4,4,5,2,3,4,3,3,1,3,5,3,1,5,5
Nama_5681,NIM_6203194,1,1,1,3,4,2,5,4,2,5,3,3,4,3,3,4,2,2,3,2,3,4,5,4,1,4,4,4,3,1,4,3,3,4,1,5,4,2,4,5
Nama_1824,NIM_2807653,1,3,2,2,4,2,4,3,2,5,2,3,4,4,1,4,3,3,2,2,3,1,5,3,3,2,2,5,3,3,4,1,3,1,5,5,5,1,5,3
Nama_2920,NIM_9379841,2,2,1,4,4,2,4,3,3,5,2,5,5,2,1,4,4,3,1,2,2,4,5,4,2,5,1,2,2,4,4,2,4,3,1,4,4,1,4,4
Nama_5996,NIM_1242245,3,2,1,2,5,2,3,1,3,4,3,2,3,1,2,3,2,1,3,2,3,2,5,4,3,3,2,3,1,4,5,3,5,3,3,5,3,2,4,3
Nama_4199,NIM_8372849,2,3,1,2,4,1,4,2,1,5,2,3,5,4,1,4,3,2,2,3,5,3,5,5,2,4,2,4,2,3,2,3,5,3,2,5,4,3,4,4
Nama_9927,NIM_1683094,1,3,3,3,3,1,4,1,3,4,3,2,3,1,1,3,2,3,2,1,3,4,5,4,2,4,4,2,4,4,2,2,2,4,1,4,4,2,4,4
Nama_3423,NIM_6267273,3,3,2,1,5,1,5,3,2,5,4,2,2,2,3,3,2,2,3,2,1,2,2,4,3,4,4,2,1,4,4,2,4,4,2,4,3,3,5,4
Nama_7340,NIM_8991490,2,2,1,4,3,1,3,4,3,5,2,2,4,2,2,4,3,5,3,3,4,3,4,2,3,4,2,3,2,4,5,1,3,3,3,5,5,1,4,5
Nama_5839,NIM_9553646,2,2,2,3,4,1,4,2,3,5,2,2,2,1,1,4,4,4,4,1,2,3,5,2,3,3,2,3,3,2,3,1,3,4,2,5,3,3,5,5
Nama_5568,NIM_3312304,2,3,2,3,5,2,5,1,1,4,2,2,5,4,1,2,2,3,2,1,3,2,3,3,2,4,4,3,3,2,4,2,3,4,2,5,2,3,3,4
Nama_6967,NIM_8976509,1,2,2,3,4,1,4,3,3,5,3,1,3,4,2,3,2,3,3,2,1,2,5,3,3,4,1,5,2,4,4,1,5,5,3,5,3,4,4,5
Nama_1822,NIM_1812389,1,1,1,4,5,3,3,3,2,3,2,2,2,2,2,3,2,2,1,2,1,1,5,3,1,5,3,3,3,2,3,1,4,5,2,5,4,1,2,5
Nama_8873,NIM_2715379,3,3,2,2,3,1,4,1,1,5,1,2,5,4,1,2,3,2,2,1,3,2,5,3,3,5,4,4,3,2,4,1,3,3,1,4,3,2,5,4
Nama_8806,NIM_5510743,3,3,1,3,4,1,5,5,1,5,3,3,5,1,2,4,4,3,2,3,3,4,5,2,2,3,2,4,3,5,3,2,3,2,2,5,4,4,5,3
Nama_5289,NIM_1249997,1,1,2,2,4,2,2,2,1,5,1,1,4,4,2,2,2,3,2,1,1,2,5,4,5,3,4,3,3,3,4,1,5,3,4,4,4,3,4,4
Nama_2947,NIM_8864340,3,3,2,1,3,1,3,3,3,5,3,2,4,2,2,2,4,3,3,1,1,2,3,3,2,4,1,3,1,4,3,1,5,3,2,5,2,2,4,5
Nama_6963,NIM_1555693,3,2,3,3,3,1,5,1,5,5,2,3,3,4,1,2,1,3,3,2,2,2,5,5,2,4,4,4,2,3,4,1,3,4,4,5,2,1,5,3
Nama_3158,NIM_2633884,4,2,1,1,4,2,2,3,1,4,3,2,5,2,1,4,3,3,2,3,3,3,3,3,3,3,4,4,2,2,3,1,2,1,2,5,4,3,4,3
Nama_4389,NIM_4453348,4,3,3,3,4,4,4,1,2,4,3,1,4,2,1,4,3,2,2,1,1,2,5,3,4,4,3,3,3,2,4,2,3,4,3,5,2,3,4,5
Nama_2713,NIM_8345860,1,3,2,3,4,1,5,3,3,4,4,3,3,4,1,5,3,2,2,2,1,2,5,3,2,2,1,3,3,5,3,2,4,4,3,5,5,4,4,4
Nama_8696,NIM_6480603,4,2,1,4,3,1,4,2,3,5,4,1,5,2,4,3,2,4,1,1,1,4,5,5,3,2,2,3,2,4,4,2,4,3,3,4,4,3,5,5
Nama_7877,NIM_3787727,3,2,1,3,4,2,4,3,2,3,3,3,4,3,2,4,4,3,2,1,3,3,5,3,4,3,1,2,3,5,5,1,3,3,2,5,4,3,5,5
Nama_2210,NIM_8481537,4,3,1,2,5,1,2,1,3,4,2,3,4,3,2,5,3,2,2,1,3,1,4,5,1,5,2,4,1,4,5,1,3,4,4,5,3,1,4,4
Nama_8828,NIM_3934552,2,1,1,1,4,1,3,3,2,5,3,3,5,2,2,3,3,1,2,3,2,3,5,4,3,4,2,3,2,5,4,2,4,4,3,5,5,2,5,2
Nama_4166,NIM_6822543,2,3,1,3,4,1,5,2,3,4,2,1,4,3,4,2,1,3,2,3,2,2,4,4,2,3,2,4,3,3,3,2,4,3,1,4,3,3,3,5
Nama_1712,NIM_8001258,3,5,1,3,4,1,5,3,2,5,4,2,2,3,1,2,1,2,1,2,4,5,3,5,4,3,1,3,4,3,3,2,3,3,2,4,4,2,5,4
Nama_2877,NIM_2567067,2,5,1,3,2,2,3,4,3,4,3,4,3,3,2,4,3,3,3,1,2,2,4,4,2,5,1,4,1,5,3,1,4,3,3,2,2,1,5,4
Nama_9082,NIM_7234100,3,2,1,3,2,2,3,4,2,4,1,2,3,1,1,5,2,4,3,1,3,1,4,3,5,3,2,3,3,1,4,4,5,4,2,5,5,3,4,3
Nama_5399,NIM_8182762,4,1,2,1,2,1,4,2,1,5,3,3,3,3,2,4,2,3,2,2,1,1,5,4,3,2,4,4,3,4,5,4,5,5,2,4,4,5,3,4
Nama_6482,NIM_7550302,3,2,1,3,1,1,3,2,2,3,1,3,3,5,2,3,2,2,4,1,3,2,5,5,3,4,2,2,4,1,4,1,4,5,4,4,3,4,5,5
Nama_2893,NIM_9158836,3,3,1,3,3,2,3,3,2,5,4,2,4,2,1,4,1,3,1,3,2,1,5,4,3,4,2,3,3,3,4,1,3,3,2,4,4,3,4,5
Nama_1324,NIM_8277710,3,4,1,2,3,1,3,3,2,4,2,2,2,2,1,4,2,2,2,3,2,5,5,2,2,1,5,5,2,4,3,3,4,3,3,5,3,3,3,5
Nama_1417,NIM_8904840,5,3,1,2,5,3,3,2,3,4,2,2,3,2,2,4,5,1,3,3,1,1,4,2,2,5,1,3,2,5,4,2,4,3,3,5,3,2,5,4
Nama_9287,NIM_7428980,3,3,1,4,3,1,3,3,1,5,3,3,2,1,3,3,2,4,2,1,2,2,5,3,2,3,1,3,2,4,3,3,4,3,3,5,2,2,4,5
Nama_1429,NIM_2260515,2,2,1,2,3,1,4,3,3,4,2,2,4,4,3,5,3,1,2,1,3,4,4,5,3,4,2,5,2,3,3,2,4,4,2,4,3,3,4,4
Nama_2714,NIM_2483234,3,3,1,2,5,2,5,2,2,5,2,2,3,3,2,3,3,2,4,1,2,4,5,5,3,4,3,2,3,2,4,1,3,3,3,4,3,3,5,5
Nama_2001,NIM_7475092,4,1,4,1,4,2,2,3,2,5,2,1,3,3,1,2,2,2,2,3,3,3,4,3,2,5,3,1,2,5,4,4,2,4,1,4,3,2,3,3
Nama_8275,NIM_7556645,3,2,1,1,2,2,2,3,3,5,3,4,4,2,2,3,2,2,3,1,3,3,5,4,3,3,4,4,2,4,4,2,2,5,3,3,3,1,4,5
Nama_2712,NIM_8369157,2,2,2,3,3,3,3,2,3,5,2,2,2,3,1,3,2,3,2,1,2,2,4,4,3,2,2,2,2,5,3,1,2,4,1,5,5,1,5,4
Nama_5219,NIM_6997816,3,2,3,1,4,3,3,3,2,3,1,2,4,4,2,3,2,2,2,1,2,3,4,1,3,4,2,5,2,3,5,1,4,4,1,5,3,2,4,3
Nama_7381,NIM_8759102,2,3,2,2,2,1,3,2,3,5,1,1,5,3,2,4,1,2,3,2,3,2,5,4,3,5,2,5,2,3,4,1,2,2,2,4,4,2,3,5
Nama_5255,NIM_7105520,2,3,1,2,5,2,5,1,1,3,1,3,3,3,2,3,1,3,3,1,2,3,4,4,2,4,1,3,5,5,3,1,3,4,2,5,4,1,3,4
Nama_8397,NIM_9725603,2,2,1,4,4,1,5,2,1,4,3,2,4,2,2,3,3,2,1,1,3,1,4,3,3,3,5,5,3,2,1,4,4,3,1,5,2,4,5,5
Nama_9873,NIM_5848532,3,3,1,1,3,3,4,2,1,5,4,3,4,3,2,3,3,3,3,1,3,1,5,3,3,3,3,4,2,2,4,1,4,4,1,5,4,2,2,5
Nama_8413,NIM_2380225,5,2,1,2,3,1,3,3,3,3,1,1,3,2,1,2,2,3,2,2,4,2,3,2,3,4,3,5,3,4,4,3,5,1,2,5,3,4,5,5
Nama_2773,NIM_4616912,2,2,1,2,3,2,2,3,4,3,3,4,2,4,2,3,3,3,3,2,3,1,5,5,4,2,2,1,4,5,4,2,4,4,2,5,5,2,5,5
Nama_5837,NIM_3966811,2,2,1,2,4,1,2,1,3,3,3,3,3,4,3,5,4,4,4,1,2,3,4,3,3,5,3,3,4,4,4,1,3,3,1,4,3,3,5,5
Nama_3983,NIM_8699814,3,3,1,3,4,2,2,3,1,5,4,3,4,3,1,3,3,2,2,1,2,3,4,3,2,3,3,5,3,5,5,1,3,5,1,5,4,1,5,4
Nama_4838,NIM_8391955,3,3,3,3,2,3,3,5,4,5,2,3,3,2,3,3,3,1,1,1,2,3,4,5,1,4,1,2,3,2,2,1,5,4,4,5,4,2,5,3
Nama_1356,NIM_9634521,3,3,1,2,1,4,5,2,1,4,2,2,4,2,1,4,5,3,2,2,2,3,4,4,3,3,1,3,2,4,4,3,3,4,3,4,4,2,4,1
Nama_3420,NIM_7656024,1,3,2,3,2,1,4,3,4,5,2,2,4,2,2,2,1,3,3,2,4,2,5,4,4,3,3,3,2,5,4,1,5,5,4,5,5,3,5,3
Nama_1187,NIM_3695585,1,1,1,2,3,2,4,3,2,5,2,2,1,4,1,3,2,5,2,1,3,3,4,3,2,2,3,4,4,3,4,1,2,3,3,4,3,2,5,5
Nama_3234,NIM_9973473,5,1,1,3,3,3,3,3,2,5,4,4,2,4,1,3,4,3,5,1,3,3,3,3,3,4,2,3,1,3,4,4,3,4,2,5,3,2,5,5
Nama_3463,NIM_6902736,2,2,2,2,5,3,5,4,2,4,2,2,3,4,1,4,3,3,1,3,3,1,5,4,3,4,3,4,3,5,2,1,4,3,2,4,4,3,3,4
Nama_7363,NIM_3263696,2,3,3,4,4,3,3,3,3,5,2,2,3,3,1,4,2,2,2,2,2,2,5,3,4,4,3,4,2,4,1,2,4,4,2,4,4,5,3,5
Nama_7713,NIM_4005563,2,3,2,3,3,2,4,4,4,4,4,4,4,3,2,3,3,3,2,1,4,3,4,3,3,3,3,3,3,5,4,1,3,4,1,5,5,1,5,4
Nama_1752,NIM_6318208,1,3,2,4,4,1,5,2,1,5,2,1,3,4,1,4,2,3,3,2,2,2,2,3,2,4,2,5,2,2,4,1,4,5,3,4,5,1,5,5
Nama_1803,NIM_8401359,1,5,1,2,4,4,4,3,2,5,2,2,2,3,2,3,3,4,1,1,2,2,5,3,3,3,3,3,2,5,2,4,3,3,2,5,4,3,5,4
Nama_3379,NIM_4988210,2,1,2,3,3,2,4,3,3,4,1,4,4,4,2,4,2,4,3,1,3,2,5,4,2,3,2,4,3,4,4,2,3,4,3,5,5,3,5,4
Nama_3864,NIM_9887881,1,4,2,5,4,3,3,2,1,4,1,4,4,4,4,3,2,4,1,2,1,3,5,3,3,4,2,5,3,5,4,1,5,1,2,3,3,4,4,5
Nama_7926,NIM_6435131,3,3,1,1,4,3,3,3,3,2,2,3,3,1,1,3,2,4,3,1,3,3,2,5,3,2,3,4,1,5,3,3,4,4,2,3,3,3,3,5
Nama_4807,NIM_2663122,2,1,1,2,3,1,4,4,3,5,2,2,4,3,1,1,3,2,2,2,2,3,4,3,2,3,4,4,3,4,5,1,3,5,3,5,2,1,5,5
Nama_5843,NIM_7038593,3,3,2,4,1,1,3,2,3,5,2,1,4,3,2,2,2,2,3,1,4,2,4,3,3,4,3,3,3,4,2,1,5,3,1,3,3,2,4,5
Nama_1941,NIM_5949045,2,4,3,1,4,1,4,2,1,2,2,1,4,3,1,3,2,4,4,1,2,3,5,4,4,2,3,4,2,3,2,2,3,2,5,4,2,3,4,4
Nama_3748,NIM_9661930,1,2,2,1,3,1,5,3,3,5,3,2,3,3,2,5,3,1,3,2,1,3,5,4,2,4,3,3,2,1,4,2,2,4,3,5,2,4,4,5
Nama_9288,NIM_3227670,3,2,2,4,5,2,4,4,3,4,1,2,3,3,1,2,1,4,4,3,2,2,5,2,1,2,2,5,3,4,3,1,4,3,2,5,4,2,5,3
Nama_9355,NIM_5784463,2,1,1,4,5,1,5,2,2,4,2,3,3,2,3,3,2,1,3,1,4,2,5,4,3,2,2,4,2,3,2,1,4,3,4,4,4,3,4,4
Nama_4778,NIM_9177009,1,3,2,3,4,1,1,3,3,5,2,1,4,2,4,3,4,2,1,1,3,2,4,4,2,4,3,3,1,4,4,1,3,4,4,5,4,3,4,5
Nama_7142,NIM_9558508,3,2,2,4,3,1,3,2,2,5,3,2,2,2,1,2,3,3,4,1,2,3,4,3,3,3,2,3,1,4,3,1,4,5,3,5,2,2,5,4
Nama_4653,NIM_3156006,2,2,1,1,4,3,3,1,2,5,2,2,4,3,3,4,5,3,3,2,3,3,4,3,2,4,3,4,1,4,3,2,1,4,1,4,2,1,4,5
Nama_1733,NIM_5757732,2,3,2,3,2,1,4,2,1,5,2,4,3,2,1,4,3,2,3,2,3,3,5,4,2,4,3,3,2,3,5,3,4,3,2,5,4,1,5,4
Nama_7954,NIM_6917166,3,3,2,2,3,1,4,3,3,4,1,3,3,2,3,5,1,3,3,1,1,2,5,5,3,3,3,4,3,4,3,1,3,4,4,4,4,4,5,5
Nama_7421,NIM_6724450,1,2,1,3,3,2,3,4,3,4,2,5,3,3,2,1,3,2,2,1,2,2,5,4,1,5,1,3,2,4,2,1,3,5,4,5,4,3,5,4
Nama_7197,NIM_7938495,4,3,2,2,2,1,5,2,3,5,4,2,3,2,1,4,1,4,1,1,3,2,3,4,3,5,3,4,4,4,5,2,4,2,3,3,2,3,5,5
Nama_8280,NIM_1630078,3,3,1,3,1,2,3,4,2,4,3,2,5,3,2,5,2,1,1,1,2,3,5,5,3,4,5,3,4,5,4,2,3,5,2,4,4,2,5,4
Nama_2902,NIM_1271740,2,3,2,2,3,1,4,2,2,5,3,3,3,2,1,5,3,3,3,2,1,3,5,3,2,3,3,3,4,3,4,1,5,4,3,4,3,2,4,5
Nama_5837,NIM_4165841,4,2,1,5,4,2,4,3,2,5,5,2,5,3,1,2,4,2,3,2,4,2,4,4,3,4,3,3,3,4,5,1,4,4,5,5,4,2,4,5
Nama_1391,NIM_8483056,3,2,2,4,5,2,3,2,4,3,3,2,2,2,2,4,3,5,1,2,1,3,5,5,1,1,1,2,2,4,3,1,4,3,3,4,3,3,5,5
Nama_6211,NIM_5356778,4,4,2,1,4,1,4,5,2,5,1,2,4,2,1,5,3,2,2,2,3,3,4,3,2,4,3,5,3,3,4,2,5,4,4,5,4,1,4,4
Nama_7293,NIM_8629034,4,3,1,5,3,2,5,2,3,5,3,3,3,2,2,3,3,1,1,1,2,2,4,5,2,3,3,4,3,5,3,2,3,4,1,4,4,2,5,4
Nama_7572,NIM_6849891,1,2,2,3,4,2,1,3,3,5,5,2,3,4,3,5,2,2,1,1,3,3,4,2,2,3,4,2,3,5,3,2,2,3,1,4,4,2,5,5
Nama_3683,NIM_2535715,3,3,3,4,3,1,2,1,2,5,3,1,3,2,2,4,3,3,3,2,3,2,4,2,2,4,3,3,1,4,5,2,2,3,2,5,3,3,4,4
Nama_6343,NIM_7535911,2,4,2,2,4,1,5,3,1,3,2,2,5,3,1,5,2,1,1,1,4,4,3,2,1,4,3,4,2,3,3,2,2,3,1,5,4,1,4,5
Nama_4088,NIM_6413002,4,3,1,3,2,2,3,2,2,5,4,4,3,2,1,3,3,2,2,1,2,2,5,3,3,1,1,1,4,4,2,1,3,5,3,5,5,3,5,2
